Salary;Coef;Normalized
8820;63.41346153846154;139.0871873
61000;577.4519230769231;105.6364999
95179;412.83653846153845;230.5488762
90000;577.4519230769231;155.857131
57060;432.46153846153845;131.9423693
455352;382.2884615384616;1191.121485
65277;553.9711538461538;117.8346554
31140;94.43269230769229;329.7586804
41244;158.1730769230769;260.7523404
103000;577.4519230769231;178.3698277
69000;577.4519230769231;119.4904671
26388;408.1923076923077;64.64600019
6300;59.144230769230774;106.5192652
114000;577.4519230769231;197.4190326
100000;577.4519230769231;173.17459
90417;770.2019230769231;117.3938902
1100000;577.4519230769231;1904.92049
8400;138.46153846153842;60.66666667
80000;577.4519230769231;138.539672
20628;432.46153846153845;47.69903949
51312;195.4423076923077;262.5429499
156000;577.4519230769231;270.1523603
20623;272.63461538461536;75.64336602
87996;432.46153846153845;203.4770544
175000;577.4519230769231;303.0555324
187000;577.4519230769231;323.8364832
60000;56.846153846153854;1055.480379
5597;18.490384615384613;302.6978679
39504;132.55769230769232;298.013637
47300;577.4519230769231;81.91158105
51150;83.48076923076924;612.7159641
97389;369.375;263.6588832
648;138.46153846153842;4.68
107000;577.4519230769231;185.2968113
66000;577.4519230769231;114.2952294
87994;468.7884615384616;187.7051319
36265;553.9711538461538;65.46369743
11194;18.490384615384613;605.3957358
19284;770.2019230769231;25.03759004
75000;577.4519230769231;129.8809425
4128;28.740384615384613;143.6306457
110352;412.83653846153845;267.3019215
114575;669.2692307692307;171.1941842
17491;18.490384615384613;945.951118
39254;382.2884615384616;102.6816238
100000;577.4519230769231;173.17459
7696;18.490384615384613;416.2163287
117540;18.490384615384613;6356.817473
3468;14.75;235.1186441
16008;83.48076923076924;191.7567381
36060;94.43269230769229;381.8592811
16788;18.490384615384613;907.9313573
57287;458.82692307692315;124.8553586
43180;382.2884615384616;112.9513557
110000;577.4519230769231;190.492049
229016;432.4423076923077;529.5874061
2000000;577.4519230769231;3463.491799
2169;18.490384615384613;117.3042122
160000;577.4519230769231;277.0793439
140000;577.4519230769231;242.4444259
46368;126.70192307692308;365.9612962
100000;577.4519230769231;173.17459
54996;105.34615384615385;522.0503834
53437;432.4423076923077;123.5702406
39768;519.6442307692306;76.52928224
103117;272.63461538461536;378.2241659
26000;577.4519230769231;45.02539339
35518;314.875;112.8003176
21612;59.144230769230774;365.411803
18432;101.40384615384615;181.7682534
194800;468.7884615384616;415.5392378
60000;577.4519230769231;103.904754
106000;577.4519230769231;183.5650654
1000000;382.2884615384616;2615.825746
62000;577.4519230769231;107.3682458
13116;94.43269230769229;138.8925771
83200;577.4519230769231;144.0812588
63016;174.98076923076923;360.1310034
32196;105.34615384615385;305.6210296
70000;577.4519230769231;121.222213
180000;577.4519230769231;311.7142619
135000;577.4519230769231;233.7856964
54996;103.4903846153846;531.4116882
103117;439.1346153846154;234.8186556
27498;272.63461538461536;100.8602666
962424;432.46153846153845;2225.45571
24612;79.01923076923076;311.4684838
960000;577.4519230769231;1662.476064
47244;458.82692307692315;102.9669307
150000;577.4519230769231;259.7618849
9120;54.615384615384606;166.9859155
62807;382.2884615384616;164.2921676
2000000;577.4519230769231;3463.491799
65424;272.63461538461536;239.9695281
2016;18.490384615384613;109.0296412
36265;553.9711538461538;65.46369743
70000;577.4519230769231;121.222213
84000;138.46153846153842;606.6666667
46913;138.23076923076923;339.3817474
40101;150.24038461538458;266.912256
65424;382.2884615384616;171.1377836
61172;446.0576923076923;137.139211
24504;391.33653846153845;62.61618222
90000;577.4519230769231;155.857131
28860;132.55769230769232;217.716524
157017;382.2884615384616;410.7291111
12828;132.55769230769232;96.77295807
44684;369.375;120.971912
62376;553.9711538461538;112.5979206
50868;181.5576923076923;280.1754051
72522;432.4423076923077;167.7032952
2664;18.93269230769231;140.7089893
120000;577.4519230769231;207.809508
112800;577.4519230769231;195.3409375
117800;577.4519230769231;203.999667
49006;391.33653846153845;125.2272537
66000;577.4519230769231;114.2952294
58501;79.01923076923076;740.3387686
54996;468.7884615384616;117.3151741
49620;432.4423076923077;114.7436297
110000;577.4519230769231;190.492049
6420;105.34615384615385;60.94194962
233000;577.4519230769231;403.4967946
43740;519.6442307692306;84.17297337
80000;21.365384615384613;3744.374437
120000;577.4519230769231;207.809508
59579;432.46153846153845;137.7671647
32712;382.2884615384616;85.5688918
27986;18.490384615384613;1513.543422
65651;432.4423076923077;151.8144706
90000;577.4519230769231;155.857131
649536;519.6442307692306;1249.962881
88000;577.4519230769231;152.3936392
57744;458.82692307692315;125.8513768
30588;446.0576923076923;68.57408924
58881;382.2884615384616;154.0224357
59579;432.46153846153845;137.7671647
130554;553.9711538461538;235.6693107
24744;369.375;66.98883249
92073;553.2019230769231;166.4365147
235525;382.2884615384616;616.0923588
864000;577.4519230769231;1496.228457
11194;18.490384615384613;605.3957358
32081;272.63461538461536;117.6703111
135000;577.4519230769231;233.7856964
29225;367.5;79.52380952
123000;577.4519230769231;213.0047456
1000000;432.4423076923077;2312.447192
1380000;432.4423076923077;3191.177125
130000;577.4519230769231;225.1269669
79176;408.1923076923077;193.9673985
23832;105.34615384615385;226.2256298
100000;577.4519230769231;173.17459
63016;669.2692307692307;94.15642779
471048;382.2884615384616;1232.179486
618708;669.2692307692307;924.4530774
130000;577.4519230769231;225.1269669
115000;577.4519230769231;199.1507785
72182;432.46153846153845;166.9096407
164892;432.4423076923077;381.3040423
89212;553.9711538461538;161.0408762
140000;577.4519230769231;242.4444259
49500;150.24038461538458;329.472
2600;14.75;176.2711864
160000;577.4519230769231;277.0793439
55000;577.4519230769231;95.24602448
546381;181.5576923076923;3009.407054
26352;314.875;83.69035331
84000;577.4519230769231;145.4666556
29184;132.55769230769232;220.1607428
6000;577.4519230769231;10.3904754
140000;577.4519230769231;242.4444259
105000;577.4519230769231;181.8333195
35376;382.2884615384616;92.53745158
30000;14.346153846153848;2091.152815
21769;272.63461538461536;79.8467941
98964;408.1923076923077;242.4445491
50700;369.375;137.2588832
72182;432.46153846153845;166.9096407
65308;432.46153846153845;151.0145856
85776;408.1923076923077;210.136248
51696;519.6442307692306;99.48344837
55000;577.4519230769231;95.24602448
38952;86.22115384615385;451.7684844
46992;369.375;127.2203046
36000;60.31730769230769;596.8436155
46442;94.43269230769229;491.8000204
57000;577.4519230769231;98.70951628
125000;577.4519230769231;216.4682374
40404;132.55769230769232;304.8031336
13608;14.75;922.5762712
63016;369.375;170.601692
151000;577.4519230769231;261.4936308
55000;577.4519230769231;95.24602448
6168;138.46153846153842;44.54666667
175000;132.55769230769232;1320.179893
100000;577.4519230769231;173.17459
9840;94.43269230769229;104.2012015
94451;18.490384615384613;5108.114405
75431;553.9711538461538;136.1641296
79740;432.46153846153845;184.3863394
27269;314.875;86.60262009
34368;369.375;93.04365482
140000;577.4519230769231;242.4444259
113000;577.4519230769231;195.6872867
16788;18.490384615384613;907.9313573
165000;577.4519230769231;285.7380734
194900;577.4519230769231;337.5172758
135000;577.4519230769231;233.7856964
67992;577.4519230769231;117.7448672
60924;553.9711538461538;109.9768455
30000;577.4519230769231;51.95237699
95664;408.1923076923077;234.3601244
25980;138.23076923076923;187.9465776
118000;577.4519230769231;204.3460162
110509;369.375;299.1783418
10495;18.490384615384613;567.5923037
53392;272.63461538461536;195.8372011
10800;18.490384615384613;584.0873635
154000;577.4519230769231;266.6888685
23928;369.375;64.77969543
86212;412.83653846153845;208.828415
84840;519.6442307692306;163.2655478
130000;577.4519230769231;225.1269669
65424;382.2884615384616;171.1377836
54397;553.9711538461538;98.19464357
104678;382.2884615384616;273.8194074
96445;770.2019230769231;125.2204092
48279;412.83653846153845;116.9445907
44488;382.2884615384616;116.3728558
125000;577.4519230769231;216.4682374
39756;446.0576923076923;89.12748437
125000;577.4519230769231;216.4682374
80000;577.4519230769231;138.539672
2000000;577.4519230769231;3463.491799
52704;272.63461538461536;193.3136771
7344;94.43269230769229;77.76967722
687444;432.46153846153845;1589.607257
37128;432.46153846153845;85.85272145
80371;770.2019230769231;104.3505574
12828;54.615384615384606;234.8788732
34020;382.2884615384616;88.99039187
59124;56.846153846153854;1040.070365
58024;553.9711538461538;104.7419159
2000000;577.4519230769231;3463.491799
85776;412.83653846153845;207.772307
61870;458.82692307692315;134.8438744
57287;432.46153846153845;132.4672714
85000;577.4519230769231;147.1984015
9655;18.490384615384613;522.1632865
122142;432.4423076923077;282.4469249
29328;105.34615384615385;278.3964951
33348;132.55769230769232;251.5734803
85524;195.4423076923077;437.5920496
36637;382.2884615384616;95.83600785
2520;18.490384615384613;136.2870515
4200;18.490384615384613;227.1450858
4536;18.490384615384613;245.3166927
4897;18.490384615384613;264.8403536
5880;18.490384615384613;318.0031201
42393;369.375;114.7695431
130847;382.2884615384616;342.2729514
78508;382.2884615384616;205.3632476
37512;132.55769230769232;282.9862179
80150;132.55769230769232;604.6423908
33348;132.55769230769232;251.5734803
2000000;577.4519230769231;3463.491799
10500;577.4519230769231;18.18333195
68745;369.375;186.1116751
97000;577.4519230769231;167.9793523
29858;126.70192307692308;235.6554603
121000;577.4519230769231;209.5412539
196250;382.2884615384616;513.3558026
68424;195.4423076923077;350.0981994
58000;577.4519230769231;100.4412622
400000;545.5480769230769;733.207607
48000;577.4519230769231;83.12380318
90000;577.4519230769231;155.857131
52704;458.82692307692315;114.8668427
11894;18.490384615384613;643.2532501
2300;24.384615384615387;94.32176656
90000;577.4519230769231;155.857131
20532;105.34615384615385;194.9003286
52500;24.384615384615387;2152.996845
125000;577.4519230769231;216.4682374
37531;288.70192307692315;129.9991341
145000;577.4519230769231;251.1031554
110000;577.4519230769231;190.492049
2000000;577.4519230769231;3463.491799
7276;18.490384615384613;393.5018201
83972;432.4423076923077;194.1808156
120000;577.4519230769231;207.809508
48259;468.7884615384616;102.9440866
53500;577.4519230769231;92.64840563
68705;432.4423076923077;158.8766843
79536;519.6442307692306;153.0585645
48120;468.7884615384616;102.6475776
140000;577.4519230769231;242.4444259
49267;369.375;133.379357
120304;432.46153846153845;278.1842761
180000;577.4519230769231;311.7142619
235525;382.2884615384616;616.0923588
38169;432.4423076923077;88.26379686
20580;408.1923076923077;50.41741261
104000;577.4519230769231;180.1015736
1992;54.615384615384606;36.47323944
74474;369.375;201.6216582
56000;577.4519230769231;96.97777038
3684;21.365384615384613;172.4284428
100000;577.4519230769231;173.17459
17868;224.0;79.76785714
16152;138.46153846153842;116.6533333
190000;577.4519230769231;329.0317209
1750000;577.4519230769231;3030.555324
60000;24.384615384615387;2460.567823
48804;432.46153846153845;112.8516542
104000;577.4519230769231;180.1015736
90514;432.46153846153845;209.2995375
64452;553.2019230769231;116.5071872
83000;577.4519230769231;143.7349097
20628;190.3173076923077;108.3874097
135625;770.2019230769231;176.0901861
72500;577.4519230769231;125.5515777
11400;577.4519230769231;19.74190326
22915;272.63461538461536;84.05022219
36000;105.34615384615385;341.7305586
91660;432.46153846153845;211.9494842
14256;54.615384615384606;261.0253521
64888;432.4423076923077;150.0500734
71097;723.9903846153846;98.20158045
13440;14.75;911.1864407
46909;382.2884615384616;122.7057699
20628;56.846153846153854;362.8741543
12000;18.490384615384613;648.9859594
125000;577.4519230769231;216.4682374
10000;101.40384615384615;98.61558885
70248;59.144230769230774;1187.74053
105000;577.4519230769231;181.8333195
110000;577.4519230769231;190.492049
41871;382.2884615384616;109.5272398
100000;577.4519230769231;173.17459
82000;577.4519230769231;142.0031638
48544;382.2884615384616;126.982645
147000;577.4519230769231;254.5666472
27492;468.7884615384616;58.64478812
15042;18.490384615384613;813.5039002
70000;577.4519230769231;121.222213
10075;18.490384615384613;544.8777951
200000;577.4519230769231;346.3491799
58140;138.46153846153842;419.9
16284;18.490384615384613;880.673947
32712;382.2884615384616;85.5688918
65000;577.4519230769231;112.5634835
34675;382.2884615384616;90.70375773
10356;105.34615384615385;98.30449069
90000;577.4519230769231;155.857131
90000;577.4519230769231;155.857131
45372;416.2403846153846;109.0043198
97000;577.4519230769231;167.9793523
47604;24.384615384615387;1952.214511
412464;314.875;1309.929337
125000;577.4519230769231;216.4682374
412464;314.875;1309.929337
128000;577.4519230769231;221.6634751
80000;577.4519230769231;138.539672
9840;94.43269230769229;104.2012015
56291;59.144230769230774;951.7580881
1668;18.93269230769231;88.1015744
42000;577.4519230769231;72.73332778
42888;408.1923076923077;105.068124
40101;369.375;108.564467
87000;577.4519230769231;150.6618933
55000;577.4519230769231;95.24602448
53850;432.46153846153845;124.5197439
77000;577.4519230769231;133.3444343
89368;432.46153846153845;206.6495909
23040;101.40384615384615;227.2103167
275000;577.4519230769231;476.2301224
103000;577.4519230769231;178.3698277
46699;432.4423076923077;107.9889714
122473;577.4519230769231;212.0921156
38496;468.7884615384616;82.11806211
68000;577.4519230769231;117.7587212
68745;519.6442307692306;132.2924338
13116;94.43269230769229;138.8925771
24061;369.375;65.13976311
71364;553.9711538461538;128.8225921
23136;103.4903846153846;223.5570008
30720;101.40384615384615;302.9470889
79536;519.6442307692306;153.0585645
125000;577.4519230769231;216.4682374
121000;577.4519230769231;209.5412539
230000;577.4519230769231;398.3015569
10000;18.490384615384613;540.8216329
125000;577.4519230769231;216.4682374
100000;577.4519230769231;173.17459
39336;94.43269230769229;416.5506568
56264;382.2884615384616;147.1768198
8244;105.34615384615385;78.25629792
50413;468.7884615384616;107.5389096
24061;369.375;65.13976311
68705;432.4423076923077;158.8766843
65424;382.2884615384616;171.1377836
12226;34.80769230769231;351.2441989
42624;468.7884615384616;90.92373959
120000;577.4519230769231;207.809508
230000;577.4519230769231;398.3015569
80000;577.4519230769231;138.539672
232000;577.4519230769231;401.7650487
104000;577.4519230769231;180.1015736
706572;382.2884615384616;1848.269229
185000;577.4519230769231;320.3729914
25692;147.56730769230768;174.1036033
21708;147.56730769230768;147.1057536
155000;577.4519230769231;268.4206144
37416;195.4423076923077;191.4426842
14748;94.43269230769229;156.1747276
51559;272.63461538461536;189.1139169
16548;95.68269230769229;172.9466385
2000000;577.4519230769231;3463.491799
123500;577.4519230769231;213.8706186
36642;432.4423076923077;84.73269
165000;577.4519230769231;285.7380734
45000;577.4519230769231;77.92856548
29724;59.144230769230774;502.5680377
25400;132.55769230769232;191.6146816
4198;18.490384615384613;227.0369215
730128;382.2884615384616;1909.88762
16116;95.68269230769229;168.4317154
1000000;553.9711538461538;1805.148144
125616;382.2884615384616;328.5895669
2000000;577.4519230769231;3463.491799
64162;432.46153846153845;148.3646389
82000;577.4519230769231;142.0031638
11500;553.2019230769231;20.78806946
31403;382.2884615384616;82.14477589
81125;382.2884615384616;212.2088636
33227;432.46153846153845;76.8322661
35940;391.33653846153845;91.83911153
94289;553.9711538461538;170.2056133
27648;101.40384615384615;272.65238
108795;553.9711538461538;196.3910923
240000;577.4519230769231;415.6190159
91660;1026.9807692307693;89.25191469
72333;770.2019230769231;93.91433315
41244;432.46153846153845;95.37033084
71496;369.375;193.5593909
68745;432.46153846153845;158.9621131
94000;577.4519230769231;162.7841146
95000;577.4519230769231;164.5158605
43308;138.23076923076923;313.3021703
15392;18.490384615384613;832.4326573
2520;18.490384615384613;136.2870515
1656;67.80769230769229;24.42200794
77196;408.1923076923077;189.1167436
84000;83.48076923076924;1006.219765
79973;432.46153846153845;184.9251156
86000;577.4519230769231;148.9301474
494964;369.375;1340.004061
90072;59.144230769230774;1522.921151
90000;577.4519230769231;155.857131
58024;553.9711538461538;104.7419159
81000;577.4519230769231;140.2714179
24372;14.346153846153848;1698.852547
16791;18.490384615384613;908.0936037
59376;408.1923076923077;145.4608499
78508;382.2884615384616;205.3632476
140000;577.4519230769231;242.4444259
45797;382.2884615384616;119.7969717
66000;577.4519230769231;114.2952294
55000;577.4519230769231;95.24602448
62728;382.2884615384616;164.0855174
95000;577.4519230769231;164.5158605
35748;181.5576923076923;196.8960915
20628;314.875;65.511711
1620000;577.4519230769231;2805.428357
84000;577.4519230769231;145.4666556
130000;577.4519230769231;225.1269669
150474;382.2884615384616;393.6137633
942096;382.2884615384616;2464.358972
125000;577.4519230769231;216.4682374
5808;56.846153846153854;102.1705007
56142;272.63461538461536;205.9239613
714948;369.375;1935.561421
2770;18.93269230769231;146.3077704
51000;63.19230769230769;807.0602556
10080;18.490384615384613;545.1482059
11916;105.34615384615385;113.1128149
8520;94.43269230769229;90.22299155
11472;14.346153846153848;799.6568365
53437;432.4423076923077;123.5702406
23220;56.846153846153854;408.4709066
40563;382.2884615384616;106.1057397
4272;54.615384615384606;78.21971831
27504;105.34615384615385;261.0821468
57744;439.1346153846154;131.4949858
70000;577.4519230769231;121.222213
1332;18.93269230769231;70.35449467
25128;86.22115384615385;291.4366009
209931;432.4423076923077;485.4543514
129000;577.4519230769231;223.395221
19236;24.384615384615387;788.8580442
27492;369.375;74.4284264
238000;577.4519230769231;412.1555241
467460;369.375;1265.543147
